bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,
551320,Missing line numbers when Show Revision information is enabled,Eclipse Project,Platform,Text,All,All,RESOLVED,FIXED,P3,normal,
551321,How are search results sorted?,Eclipse Foundation,Community,Marketplace,PC,Linux,RESOLVED,FIXED,P3,normal,
551322,Incorrectly compiled call to specialized interface method,Eclipse Project,JDT,APT,PC,Windows 10,NEW,,P3,normal,
551323,some outage at https://jenkins.eclipse.org/jaxws,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P1,major,
551324,Allow to hide text in Quick Access / Find Actions tool contribution,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
551325,Use a better icon for Find Actions in toolcontribution,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
551326,Improve default search item,Eclipse Project,Platform,UI,PC,Linux,CLOSED,DUPLICATE,P3,normal,
551327,Remove OProfile feature from 7.5.0,Tools,Linux Tools,OProfile,PC,Linux,RESOLVED,FIXED,P3,normal,
551328,Request for enhancement: control-flow view - column for Process number(PID),Tools,Tracecompass,Core,All,All,RESOLVED,FIXED,P3,normal,
551329,Request for enhancement: show filter view - column for Process number,Tools,Tracecompass,Core,All,All,RESOLVED,FIXED,P3,normal,
551330,Translation Stats broken,Technology,Babel,Server,PC,Linux,RESOLVED,FIXED,P3,normal,
,,,,,,,,,,,
551331,Request for enhancement: show filter view - search for TID number of name,Tools,Tracecompass,Core,All,All,RESOLVED,FIXED,P3,normal,
551332,OpenJ9: Script approvals for test autoGen job (again),Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,normal,
551333,Cannot use JDT in headless application,Eclipse Project,JDT,UI,All,All,RESOLVED,FIXED,P3,major,
551334,Enable GitHub pages for Eclipse Metro,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,
551335,[StyledText] setStyleRanges reset less cache than necessary,Eclipse Project,Platform,SWT,All,All,VERIFIED,FIXED,P3,normal,
551336,[StyledText] resetting styles does not reset rendering,Eclipse Project,Platform,SWT,All,All,VERIFIED,FIXED,P3,normal,
551337,PDT SonarQube build fails,Eclipse Foundation,Community,Sonar,All,All,CLOSED,FIXED,P3,normal,
551339,lldb support for standard alone debugger,Tools,CDT,cdt-other,PC,Linux,NEW,,P3,enhancement,
551341,[Cocoa] Remove Mac HiDPI work-around in LineNumberRulerColumn and subclasses,Eclipse Project,Platform,Text,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
551342,Cannot create pty,Tools,CDT,cdt-core,PC,Mac OS X,CLOSED,DUPLICATE,P3,normal,
551343,Cannot change value of variables,Eclipse Project,Platform,SWT,PC,Linux,CLOSED,DUPLICATE,P3,normal,
551345,[tests] Assert fail with CU presnet in package between tests,Eclipse Project,JDT,UI,PC,Windows 10,CLOSED,WORKSFORME,P3,minor,
551346,NPE while running save actions for UnboxingCleanUp,Eclipse Project,JDT,Core,PC,Linux,NEW,,P3,critical,
551347,LSP: Pipe broken after a few seconds of running,Eclipse Foundation,z_Archived,Lsp4j,PC,Windows 10,RESOLVED,MOVED,P3,normal,
551348,[14] Create Java 14 version and supporting code in tests,Eclipse Project,JDT,Core,PC,Windows 7,RESOLVED,FIXED,P1,normal,
551349,Could you replace the PDP4E logo with the new one on the Research page,Eclipse Foundation,Community,Website,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
551351,[13][compiler] Double slash in text block recognized as line comment,Eclipse Project,JDT,Core,All,All,RESOLVED,FIXED,P3,normal,
551352,[14] Install JDK 14 for tests on hipp6,Eclipse Foundation,Community,Servers,PC,All,CLOSED,FIXED,P3,normal,
551353,Detail formatter error: Evaluations must contain either an expression or a block of well-formed statements nattable error.,Eclipse Project,JDT,Debug,PC,Windows,,,,,
10,CLOSED,INVALID,P3,normal,,,,,,,
551354,Detail formatter error: Evaluations must contain either an expression or a block of well-formed statements nattable error.,Technology,NatTable,Core,PC,Windows,,,,,
10,CLOSED,INVALID,P3,blocker,,,,,,,
551355,What triggers searching reachable branches?,Technology,EGit,UI,PC,Windows 10,CLOSED,INVALID,P3,normal,
551356,ArrayIndexOutOfBoundsException in MementoTokenizer.nextToken,Eclipse Project,JDT,Core,PC,Linux,VERIFIED,FIXED,P3,normal,
551357,Add a banner for Java 13 support,Eclipse Foundation,Community,Website,All,All,RESOLVED,WONTFIX,P3,normal,
551358,[GTK] scrollbar arrows are too big,Eclipse Project,Platform,SWT,PC,Linux,RESOLVED,WONTFIX,P3,normal,
551359,Next-Java version advert/guidance,Eclipse Project,JDT,UI,All,All,ASSIGNED,,P3,enhancement,
551361,createProject,Eclipse Foundation,Community,Git,PC,Windows 10,CLOSED,FIXED,P3,normal,
551362,[regression] monitor.done() is not called anymore on resource operations,Eclipse Project,Platform,Resources,All,All,RESOLVED,FIXED,P3,critical,
551363,Deploy ecj compiler from I20191009-1800 and use it for 4.14 build,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,
551364,API Tool gives error for unnecessary minor version increase,Eclipse Project,PDE,UI,All,All,CLOSED,DUPLICATE,P3,normal,
551365,Repository rename for che4z,Eclipse Foundation,Community,GitHub,PC,Windows 10,RESOLVED,FIXED,P3,normal,
551366,Provide a tool to fix problems with CRLF in a Git repository,Tools,Oomph,Utilities,PC,Windows 7,RESOLVED,FIXED,P3,enhancement,
551368,VerifyError with latest jdt.core code on master,Eclipse Project,JDT,Core,All,All,VERIFIED,FIXED,P1,blocker,
551369,[OI2JIRO] Migration of JDT JIPP to new CI infrastructure,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,normal,
551370,ignore white spaces (EOL) stopped working,Technology,EGit,Core,PC,Windows 10,CLOSED,DUPLICATE,P3,major,
551371,Problem loading converted Amalthea model in Java example project,Automotive,App4mc,General,PC,Mac OS X,CLOSED,FIXED,P3,normal,
551373,[Moka] Bad implementation for fuml_call_behavior_action_proper_context constraints,Modeling,Papyrus,Moka,PC,Linux,CLOSED,FIXED,P3,normal,
551374,[TestSuite] Testsuite Wizard does not Generate all necessary values,Technology,Ease,UI,All,All,CLOSED,FIXED,P3,normal,
551375,WidgetFactories can be extended,Eclipse Project,Platform,UI,PC,All,RESOLVED,FIXED,P3,normal,
551376,Add getWrappedType to BundleFileWrapperChain,Eclipse Project,Equinox,Framework,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
551377,[PropertyView] The class StereotypeModelElement must return ObservableValue dedicated to Stereotype Property edition,Modeling,Papyrus,Views,PC,Windows,,,,,
10,RESOLVED,FIXED,P3,normal,,,,,,,
551378,Restarting after p2 touchpoint SetJVMAction doesn't use correct/new JVM,Eclipse Project,Equinox,p2,All,All,REOPENED,,P3,normal,
551379,Wrong anchor for markdown headers,Mylyn,Mylyn,Doc,PC,Linux,NEW,,P3,normal,
551380,Allow and test StorageHookFactory.createStorageHook method that returns null,Eclipse Project,Equinox,Framework,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
551381,[release] science.triquetrum 0.3.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,
551382,Include profile picture,Eclipse Foundation,Community,API.eclipse.org,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
551383,[quick fix] Changing visibility of inherited method not proposed for class inheriting interface,Eclipse Project,JDT,UI,All,All,VERIFIED,FIXED,P3,normal,
551385,Error with Marketplace,Technology,MPC,Install,PC,Windows 7,NEW,,P3,normal,
551386,Scorecard and index page improvements,Technology,Babel,Server,PC,Linux,RESOLVED,FIXED,P3,normal,
551387,Cursor position in status line: not enough space,Eclipse Project,Platform,Text,All,All,VERIFIED,FIXED,P3,normal,
551388,Remove ResourceNavigator from Resource perspective,Eclipse Project,Platform,Resources,PC,Linux,NEW,,P3,normal,
551389,Cannot run JUnit 5 tests from Maven project,Eclipse Foundation,z_Archived,m2e,PC,Mac OS X,CLOSED,DUPLICATE,P3,major,
551390,Remove custom styling and drawing from PerspectiveSwitcher,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
551391,Code completion with lambda results in invalid code,Eclipse Project,JDT,UI,PC,Linux,NEW,,P3,normal,
551392,Babel Supported Languages page broken,Technology,Babel,Server,All,All,RESOLVED,FIXED,P3,normal,
551393,Unable to connect remote debugging over VPN - Failed to connect to remote VM,Eclipse Project,JDT,Debug,PC,Windows 10,REOPENED,,P1,normal,
551394,Enable tycho strict bin includes,Eclipse Project,Platform,Releng,PC,Linux,RESOLVED,FIXED,P3,normal,
551396,Fix files that have ended up with CRLF in the git repository,Eclipse Project,Equinox,Components,PC,Windows 7,RESOLVED,FIXED,P3,normal,
551397,Add support for IOs for NXP board,IoT,4DIAC,FORTE,PC,Windows 10,NEW,,P3,enhancement,
551398,eclipselink 2.7.4 and java 13 causes java.lang.IllegalArgumentException,EE4J,EclipseLink,JPA,All,All,RESOLVED,FIXED,P3,major,
551399,Investigate usage of org.eclipse.ui.internal.MakeHandlersGo in Command,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
551400,[Eclipse Jee Oxygen]: I am getting an error while launching the Eclipse work-space.,Eclipse Project,Platform,IDE,PC,Windows 10,CLOSED,INVALID,P3,blocker,
551401,No provider in equinox launcher,Eclipse Project,Equinox,Launcher,PC,Windows 7,RESOLVED,DUPLICATE,P3,normal,
551402,Missing pack200 files in I-builds repository,Eclipse Project,Platform,Releng,PC,Windows 7,VERIFIED,FIXED,P3,normal,
551403,Duplicate license in ECF ( SUA 2.0 and SUA 1.0),RT,ECF,ecf.releng,PC,Windows 7,CLOSED,DUPLICATE,P3,normal,
551404,Add new expression in Debug perspective does not display the input field when clicked,Eclipse Project,Platform,SWT,PC,Linux,CLOSED,DUPLICATE,P3,normal,
551405,[Mac] Text widget with SWT.SEARCH and SWT.ICON_CANCEL - cancel icon no longer accepts left-click to clear the field,Eclipse Project,Platform,SWT,PC,Mac OS,,,,,
X,NEW,,P3,normal,,,,,,,
551406,[UnitTest] cannot import project links in TestFile Setup,Technology,Ease,Engines,All,All,CLOSED,DUPLICATE,P3,normal,
,,,,,,,,,,,
551407,[cleanup & saveaction] ASTNodes.usesGivenSignature() is improved,Eclipse Project,JDT,UI,All,All,CLOSED,DUPLICATE,P3,enhancement,
551408,Include Wild Web Developer into Eclipse IDE for Enterprise Java Developers,Technology,EPP,jee-package,PC,Linux,RESOLVED,FIXED,P3,normal,
551409,[release] iot.iofog 1.2.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,
551410,Missing Files in the Bundle causing FileNotFoundException in de.babe.eclipse.plugins.QuickREx,Eclipse Foundation,z_Archived,PDT,PC,Windows,,,,,
10,CLOSED,NOT_ECLIPSE,P3,normal,,,,,,,
551411,Ubuntu 18.04 LTS Gnome3 horizontal scrollbar blocking or obstructing text fields when inspecting variables and console logs,Eclipse,,,,,,,,,
Project,Platform,SWT,PC,Linux,CLOSED,DUPLICATE,P3,normal,,,
551412,Regarding workspace,Eclipse Project,Platform,IDE,Other,Linux,CLOSED,WORKSFORME,P3,normal,
551413,Unexported package validation might produce invalid marker value,Eclipse Project,PDE,UI,PC,Windows 10,VERIFIED,FIXED,P3,normal,
551415,[pivot] AS to CS loading fails,Modeling,OCL,Core,PC,Windows 10,RESOLVED,FIXED,P3,normal,
551416,Not able to merge PRs in a proj4j project,Eclipse Foundation,Community,GitHub,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
551417,An application to generate .api_description files (without Ant),Eclipse Project,PDE,API Tools,All,All,VERIFIED,FIXED,P3,enhancement,
551418,[GTK] Remove hack that causes unreadable permission checkboxes,Eclipse Project,Platform,UI,PC,Linux,VERIFIED,FIXED,P3,normal,
551419,Please enable assertions during tycho-surefire tests,Eclipse Project,Platform,Releng,All,All,VERIFIED,FIXED,P3,normal,
551421,filter: Should not match against time values by default,Tools,Tracecompass,TMF,PC,Windows 10,NEW,,P3,normal,
551422,[GTK] [Ubuntu] ToolItem separator not visible ToolItem(parent                                                                                                              SWT.SEPARATOR),,Eclipse Project,,,,,,,,
551423,repo.locationtech.org Only Supports TLS 1.1 Which is Unsecure,Eclipse Foundation,Community,Vulnerability Reports,PC,Windows 10,CLOSED,FIXED,P3,normal,
551424,Current line number cut of in Statusbar,Eclipse Project,Platform,UI,PC,Linux,CLOSED,DUPLICATE,P3,normal,
551425,Use less margins in Perspective Switcher,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
551426,NPE at org.eclipse.jdt.core.dom.TypeBinding.getAnnotations,Eclipse Project,JDT,Core,All,All,VERIFIED,FIXED,P3,normal,
551427,Use shorter perspective reset text,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
551429,Internal error in Find Action,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
551430,Improve ManifestElement#readline performance,Eclipse Project,Equinox,Framework,PC,Linux,RESOLVED,WORKSFORME,P3,normal,
551431,NPE when system content is null on a restart from cache,Eclipse Project,Equinox,Framework,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
551432,Update toString implementation in Command,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
551433,Eclipse will no longer run all tests in a class when pressing alt+shift+x outside a method.,Eclipse Project,JDT,UI,PC,Linux,NEW,,P3,normal,
551434,false syntax error for Heredoc/Nowdoc expressions,Eclipse Foundation,z_Archived,PDT,All,All,CLOSED,FIXED,P3,normal,
551435,Eclipse avn55hd,Eclipse Project,Platform,Debug,Other,iOS,RESOLVED,NOT_ECLIPSE,P3,normal,
551436,JIPP for nosql,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,normal,
551437,[Android] Multi aop for android                                                                                                                                            how can i control the code order ?,Tool,,,,,,,,,
551438,Fix files that have ended up with CRLF in the git repository,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,
551439,Fix SimRel Contribution's Problems,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,
551441,Base binding APIs should be improved to eliminate the use of raw types,Modeling,EMF,Edit,PC,Mac OS X,NEW,,P3,enhancement,
MarketplaceDiscoveryStrategy failed wit,,,,,,,,,,,
551442,MarketPlace client can't search                                                                                                                                            Foundation,Community,Marketplace,,,,,,,,
551443,[qvts] Bad ClassDatum.completeClasses multiplicity/transient,Modeling,QVTd,Core,PC,Windows 10,NEW,,P3,normal,
551444,Allow the ID of layers to have opening and closing brackets,IoT,4DIAC,FORTE,PC,Windows 10,CLOSED,FIXED,P3,normal,
551445,Upgrade repo.locationtech.org to Nexus 2.14.14-01,Eclipse Foundation,Community,Nexus,PC,Mac OS X,CLOSED,FIXED,P3,normal,
551446,Upgrade repo.eclipse.org to Nexus 2.14.14-01,Eclipse Foundation,Community,Nexus,PC,Mac OS X,CLOSED,FIXED,P3,normal,
551447,Table linesVisible JS exception if any column width is zero,RT,RAP,RWT,PC,Windows 7,VERIFIED,FIXED,P3,major,
551448,Upgrade to 2019-09 target,Technology,Ease,General,All,All,CLOSED,FIXED,P3,normal,
551449,Wrong entries in product editor (launching / set arguments for),Eclipse Project,PDE,UI,PC,Windows 10,VERIFIED,FIXED,P3,normal,
551450,Wrong zip file used in the built update site,Eclipse Foundation,z_Archived,Tycho,PC,Windows 10,NEW,,P3,normal,
551451,Kapua CI instance not reachable,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,CLOSED,FIXED,P3,normal,
551452,MarketplaceDiscoveryStrategy failed with an error. Internal Server Error 500,Eclipse Project,Platform,IDE,PC,Linux,CLOSED,FIXED,P3,normal,
551453,API versioning error on binary projects,Eclipse Project,PDE,API Tools,PC,Windows 7,VERIFIED,FIXED,P3,normal,
551454,Marketplace client is not searching required plugins,Technology,MPC,wizard,Macintosh,Mac OS X,NEW,,P3,blocker,
551455,Dynamic Color allocation breaks 4diac IDE on Eclipse 2019-09,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,blocker,
551456,SWT Image auto scaling with nattable v1.5 and v1.6,Eclipse Project,Platform,SWT,PC,Linux,NEW,,P3,normal,
551457,missing type MultipleFailuresError,Eclipse Foundation,z_Archived,Tycho,PC,Windows 10,RESOLVED,FIXED,P3,normal,
551458,[terminal][serial] Output of serial terminal is distorted for Ubuntu,Tools,CDT,cdt-other,PC,Linux,RESOLVED,FIXED,P3,normal,
551459,Unable to connect to IPZILLA,Eclipse Foundation,Community,IPZilla,PC,Linux,RESOLVED,WORKSFORME,P3,normal,
551460,The PMI is not sending email,Eclipse Foundation,Community,Project Management & Portal,PC,Linux,RESOLVED,WORKSFORME,P3,critical,
551461,Add null analysis to codebase,Technology,Ease,General,All,All,CLOSED,WONTFIX,P3,normal,
551462,Align Eclipse Windows toolbar and tab default styling with Win 10,Eclipse Project,Platform,UI,PC,All,RESOLVED,FIXED,P3,normal,
551463,UI freeze on right click over a project on Project explorer,Eclipse Project,Platform,IDE,PC,Linux,CLOSED,NOT_ECLIPSE,P3,normal,
551464,simrel.runaggregator.VALIDATE.gerrit failures,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,major,
551465,[Moka] When a thread is suspended the top stack frame is not automatically selected,Modeling,Papyrus,Moka,PC,Linux,CLOSED,FIXED,P3,normal,
